title,price,old_price,discount_offer,image_urls,images
Tecno Camon 11 Midnight  Black ,8990,nan,0,https://img.mvideo.ru/Pdb/30041591m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041591m.jpg', 'path': 'full/27655ff37cb2fd07061d24b4dc0976fcb97bd48f.jpg', 'checksum': 'e6ee9f699e9dd92a077707cb0da92119'}]"
Apple iPhone SE 32GB Gold (MP842RU/A) ,18990,nan,0,https://img.mvideo.ru/Pdb/30027842m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30027842m.jpg', 'path': 'full/a694529d14958d161af4a371c3e8353e5d5a7939.jpg', 'checksum': '6e685b8cec33eb2302420b1c42b0f67f'}]"
Samsung Galaxy J8 (2018) Gold (SM-J810F) ,13490,nan,0,https://img.mvideo.ru/Pdb/30038817m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038817m.jpg', 'path': 'full/cc7b609e74e5ad8c39eca24ade9146a0aced6cb3.jpg', 'checksum': 'ee1f2afc29b62c1e4a66b3f8c5b29b8b'}]"
Sony Xperia XZ2 DS Deep Green (H8266) ,39990,nan,0,https://img.mvideo.ru/Pdb/30032650m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30032650m.jpg', 'path': 'full/1be53c4bcdd4538eb8a6c1b5268722a1dc4dbb4e.jpg', 'checksum': 'fa6524d7239b5fdf5c146b7f76d42dab'}]"
Meizu M6 Note 16Gb+3Gb Silver (M721H) ,12990,nan,0,https://img.mvideo.ru/Pdb/30031886m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30031886m.jpg', 'path': 'full/ea7fba5ae0d21e2d4306eea1b0b27f6b608f5023.jpg', 'checksum': 'b3ab74b845f321e5ce0e0712c390e375'}]"
Huawei P20 Pro Morho Aurora (CLT-L29) ,39990,nan,0,https://img.mvideo.ru/Pdb/30039872m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30039872m.jpg', 'path': 'full/cf71dddffc3c18e5b3070d7bed13c6101600338d.jpg', 'checksum': '77c601dbe932abd4ddc5da5c5af04f5c'}]"
OPPO Rx17 Neo Red Mocca (CPH1893) ,27990,29990,2000,https://img.mvideo.ru/Pdb/30041190m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041190m.jpg', 'path': 'full/7755e39606b8d48ad3a5f71df93e99ab6cfe0953.jpg', 'checksum': 'aa9ab106b074810f00685b426894f3b8'}]"
Tecno Pouvoir 2 Midnight Black ,8990,nan,0,https://img.mvideo.ru/Pdb/30041594m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041594m.jpg', 'path': 'full/1341dd5df6e307af575a3dfbaa4b5d485f362034.jpg', 'checksum': 'c1af4e2b22d5a50899971248a496215b'}]"
TP-Link Neffos С9 Cloudy Grey ,7990,8790,800,https://img.mvideo.ru/Pdb/30041361m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041361m.jpg', 'path': 'full/cc6c220e524e9df33244009f0bb37008610d3a90.jpg', 'checksum': '989a569a3c8409e97faf46eeca9acfce'}]"
Apple iPhone XR 256GB Coral (MRYP2RU/A) ,70990,76990,6000,https://img.mvideo.ru/Pdb/30039935m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30039935m.jpg', 'path': 'full/8930dae905b18576ccb64aad8dd0a40512e95531.jpg', 'checksum': 'acf1dd0195fbbdb0843c93b754380592'}]"
OPPO A5 Diamond Red (CPH-1809) ,15990,16990,1000,https://img.mvideo.ru/Pdb/30040124m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30040124m.jpg', 'path': 'full/7f4e95b1c2a140e9be4dce929376044a9350cd1a.jpg', 'checksum': 'be906bdf754161a3d82064fd913a8a65'}]"
Samsung Galaxy J6 (2018) Black (SM-J600F) ,15490,nan,0,https://img.mvideo.ru/Pdb/30038575m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038575m.jpg', 'path': 'full/3a7124665244cbaebe856e483c798cecb4dad88e.jpg', 'checksum': '0fea17105540cb7ca1efedab673937fc'}]"
Sony Xperia XA1 Plus Blue (G3412) ,11990,13990,2000,https://img.mvideo.ru/Pdb/30030902m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30030902m.jpg', 'path': 'full/415aa57e51e2a97087fa4e85c42f8bbc61839fef.jpg', 'checksum': 'a8555864e2fda635446fb313e66897fb'}]"
Samsung Galaxy J2 Prime (2018) Black (SM-G532F) ,6790,nan,0,https://img.mvideo.ru/Pdb/30038814m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038814m.jpg', 'path': 'full/3e321232b9aa8ddda03b68c37c38713773a0cf02.jpg', 'checksum': '52966619d4e7283322cdba03132b5ffe'}]"
BQ mobile BQ-5520L Silk Gold ,5490,nan,0,https://img.mvideo.ru/Pdb/30041924m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041924m.jpg', 'path': 'full/af6e1a24a7f19e45c00c697b17c52da840142bab.jpg', 'checksum': 'e78a085e21a4acf2d88698c7b6ab9482'}]"
Sony Xperia XA2 DS Silver (H4113) ,19990,nan,0,https://img.mvideo.ru/Pdb/30032105m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30032105m.jpg', 'path': 'full/5cc486244e87fcf8aea6d949fcdc1002aafee025.jpg', 'checksum': 'ff94543168f6fa63e24840283d161993'}]"
Samsung Galaxy J2 Prime Gold (SM-G532F) ,6790,nan,0,https://img.mvideo.ru/Pdb/30026716m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30026716m.jpg', 'path': 'full/d3b1066d1235916cba009b98bbb3ba9fa17d4e67.jpg', 'checksum': '17e9186cd0e68dcf1aa4aafd2d36065d'}]"
Яндекс Телефон ,17990,nan,0,https://img.mvideo.ru/Pdb/30041492m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041492m.jpg', 'path': 'full/43bc9c984652d9ebed72f83d310d1485ad6a9515.jpg', 'checksum': '36ff8dd478aa40960a437cb4e2eefca2'}]"
Apple iPhone 6s Plus 16Gb Rose Gold (FKU52RU/A) восст. ,22990,nan,0,https://img.mvideo.ru/Pdb/30040196m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30040196m.jpg', 'path': 'full/3019db3d94a840302bc939835d0149be8d7d801b.jpg', 'checksum': 'ea20e6f6a808e7bd00d1fce3b9bb27f2'}]"
BQ mobile BQ-5340 Choice Gray ,4590,nan,0,https://img.mvideo.ru/Pdb/30041528m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041528m.jpg', 'path': 'full/c333e8e7a29ac78ecf0f3f21076ffb55011b27bd.jpg', 'checksum': 'a6bd2d031fc0505be53bbf4d3500e002'}]"
Jinga Start 3G Dark Gray ,3990,nan,0,https://img.mvideo.ru/Pdb/30036825m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30036825m.jpg', 'path': 'full/1761fb9fc155724c5e8947fdfa37b74d9fa35f4b.jpg', 'checksum': '61b9c5032a136322e3ab320ea532490d'}]"
Huawei Y5 Prime 2018 Black (DRA-LX2) ,7990,nan,0,https://img.mvideo.ru/Pdb/30032657m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30032657m.jpg', 'path': 'full/fd2f236ab8c0fdf4d503d7e65972ae941d9befff.jpg', 'checksum': 'b042492e455dc93c3da121859286f4c4'}]"
Honor 9 64Gb Grey (STF-L09) ,16990,nan,0,https://img.mvideo.ru/Pdb/30029430m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30029430m.jpg', 'path': 'full/a956b3fab3a7b9dd4395da9186c88cef92373a44.jpg', 'checksum': 'ebd3c5960737042971b5287246edf1fc'}]"
Honor Play Midnight Black (COR-L29) ,19990,nan,0,https://img.mvideo.ru/Pdb/30038932m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038932m.jpg', 'path': 'full/ac1927abcb8be63dd32915d3ed790fd21d86340a.jpg', 'checksum': '01ccf63cb1a5722de70335c6a5c51c56'}]"
Nokia 8 DS Polished Blue (TA-1004) ,19990,nan,0,https://img.mvideo.ru/Pdb/30030040m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30030040m.jpg', 'path': 'full/c1cdea81817ec2b9fbdff5c156316458459e53c8.jpg', 'checksum': '1199dca35d94db76cad9e0576a74b12d'}]"
Sony Xperia XZ2 DS Liquid Black (H8266) ,39990,nan,0,https://img.mvideo.ru/Pdb/30032589m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30032589m.jpg', 'path': 'full/8aa720a8cb47337fd6b1eef7deb4f0e9579d79ff.jpg', 'checksum': '70bb3d0e2f807e91b89738fced85b039'}]"
Samsung Galaxy S9+ 256Gb Ультрафиолет ,66990,69990,3000,https://img.mvideo.ru/Pdb/30038488m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038488m.jpg', 'path': 'full/0f685ee87b9c20aac119387e413305583c007215.jpg', 'checksum': 'badad7d5ca18bf03ada06ede363c9c32'}]"
Huawei Y5 Prime 2018 Blue (DRA-LX2) ,7990,nan,0,https://img.mvideo.ru/Pdb/30032658m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30032658m.jpg', 'path': 'full/63b1f1e7585e3f2a3a0ebcef08f1751309521e5c.jpg', 'checksum': '5e358a21830ae8f048056002c3009cd9'}]"
Sony Xperia XA1 Pink (G3112) ,14990,nan,0,https://img.mvideo.ru/Pdb/30028114m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30028114m.jpg', 'path': 'full/33c42d996d86a701661abac0cea79afe72372c2c.jpg', 'checksum': '52c989413d0f6215215903458cd812bf'}]"
Honor Play Ultra Violet (COR-L29) ,19790,nan,0,https://img.mvideo.ru/Pdb/30038933m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038933m.jpg', 'path': 'full/e729a51a64d5e9bd4715bdca7bd2b60e48d70be6.jpg', 'checksum': '266c3410c4e9b77b5da8f90c1fb29e82'}]"
Samsung Galaxy J2 Prime (2018) Gold (SM-G532F) ,6790,nan,0,https://img.mvideo.ru/Pdb/30038815m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038815m.jpg', 'path': 'full/c97df3d510e527110878c66c4e0a436fd07be960.jpg', 'checksum': '3ef4f4d9d225640fce85fac87eb6d252'}]"
Nubia Z11 Max 64Gb Grey (NX523j) ,14990,nan,0,https://img.mvideo.ru/Pdb/30027379m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30027379m.jpg', 'path': 'full/7bc048213046e17d74dea9a43992b191d4d928c5.jpg', 'checksum': '6fafc643dfa43efd6ccb94217b8be20a'}]"
BQ mobile BQ-5340 Choice Gold ,3690,nan,0,https://img.mvideo.ru/Pdb/30041527m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041527m.jpg', 'path': 'full/fc389bea4e9aa98fd3c6e40a6757a999d014fdb2.jpg', 'checksum': '817c05962c8baaa133cbc00c3c805397'}]"
BQ mobile BQ-5000G Velvet Easy Rose Gold ,3390,nan,0,https://img.mvideo.ru/Pdb/30041510m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041510m.jpg', 'path': 'full/43dae8b82e5faf60f552e4454c4b259ad5cfa09e.jpg', 'checksum': '7162b1e74e4c25f07c8b15d931b2f8af'}]"
Sony Xperia XA1 Black (G3112) ,14990,nan,0,https://img.mvideo.ru/Pdb/30028112m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30028112m.jpg', 'path': 'full/53e420dc34bbcb4dfdbdee7702247d87e9b2bf20.jpg', 'checksum': '3abfdc613a76be4fcd7241f8540340e9'}]"
BQ mobile BQ-5002G FUN Dark Gold ,3390,nan,0,https://img.mvideo.ru/Pdb/30041517m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041517m.jpg', 'path': 'full/0d5bbfd119efc13cddbdea9f7bf7f0a6ec06a718.jpg', 'checksum': '3005be7883a0ef795cc36338ed5df9fa'}]"
Irbis SP517 Black ,3990,nan,0,https://img.mvideo.ru/Pdb/30042071m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30042071m.jpg', 'path': 'full/58692b6cb10af605c1bd458d243b58ba8aefd57a.jpg', 'checksum': 'dd10456de3668085cc42fbb0bbdaf1bf'}]"
Tecno POP 1s Pro Champagne Gold ,6490,nan,0,https://img.mvideo.ru/Pdb/30041593m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041593m.jpg', 'path': 'full/8a9f10ffb70ede77266b6905bcff2d220c2fb5b5.jpg', 'checksum': '9b515683f25212fa54d17b8f4af60c88'}]"
BQ mobile BQ-5000G Velvet Easy Gold ,3390,nan,0,https://img.mvideo.ru/Pdb/30041509m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041509m.jpg', 'path': 'full/80a70b90bd9f1029c0abfcb507689c05092b588e.jpg', 'checksum': '6e4ca7455a0641ce5d65f2c3362a8f66'}]"
Meizu M6 Note 16Gb+3Gb Gold (M721H) ,12990,nan,0,https://img.mvideo.ru/Pdb/30031756m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30031756m.jpg', 'path': 'full/af2101a55914010edd7cec72437580964ec46048.jpg', 'checksum': '0faec86889ae695dcb589cc91418cfde'}]"
Samsung Galaxy J7 (2017) Pink (SM-J730FM) ,11990,nan,0,https://img.mvideo.ru/Pdb/30029486m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30029486m.jpg', 'path': 'full/4e07fb861e8eae4c025d6d026601e72110316f85.jpg', 'checksum': '2f77c4e967ab33d68363cb1d6c9f5920'}]"
OnePlus 6 256Gb+8Gb Midnight Black ,39990,nan,0,https://img.mvideo.ru/Pdb/30038682m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038682m.jpg', 'path': 'full/08f72e0b8d605f22263d1e44f28758341ad4142d.jpg', 'checksum': '0a786979cdd852e8c364e09994676fd7'}]"
Vivo Y95 Starry Black ,18990,nan,0,https://img.mvideo.ru/Pdb/30041482m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041482m.jpg', 'path': 'full/85cee2db56d834bd3f4d0c0e55cd61edd639edde.jpg', 'checksum': 'c27717c4bb6e54fd877203e84bd17bb9'}]"
Prestigio PSP3495DUO MUZE V3 LTE BLACKBLUE ,4990,nan,0,https://img.mvideo.ru/Pdb/30041826m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041826m.jpg', 'path': 'full/79080b943fde77701e022dd9cde6e480045af09d.jpg', 'checksum': '887172496bd4fc0f6d7421c4841b645f'}]"
Sony Xperia L2 DS Gold (H4311) ,11990,nan,0,https://img.mvideo.ru/Pdb/30032106m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30032106m.jpg', 'path': 'full/e7631f83a6d7caa332927c50614dfa9fad6f885b.jpg', 'checksum': 'b3fd5d0c1f44589465765a3c1962c452'}]"
teXet TM-5571 Blue ,4690,nan,0,https://img.mvideo.ru/Pdb/30039894m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30039894m.jpg', 'path': 'full/d6a67e86e45fb8e91e9a48fc87febc94c7295a83.jpg', 'checksum': 'e49420b95bd1ea94489055be1c3ba998'}]"
Samsung Galaxy J7 (2016) Gold (SM-J710FN) ,9990,nan,0,https://img.mvideo.ru/Pdb/30025140m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30025140m.jpg', 'path': 'full/934c2eb2c9d509e72a5ea87caffc240b904277f3.jpg', 'checksum': 'cc9b24d1299b3fad052fe60115dcf001'}]"
Digma HIT Q500 3G 8Gb Gold ,3790,nan,0,https://img.mvideo.ru/Pdb/30038473m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038473m.jpg', 'path': 'full/ed56d6729d8e9b4eae6091766478994e762432bd.jpg', 'checksum': '25f82751b52e13871074c53b7932c647'}]"
Samsung GALAXY Note 8 64Gb Черный Бриллиант ,46990,nan,0,https://img.mvideo.ru/Pdb/30030030m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30030030m.jpg', 'path': 'full/d1a9b30a14f59d9cff1665a2ab63c3ba5dec12cb.jpg', 'checksum': 'af69574f37a13dea3371385b60e7675d'}]"
Apple iPhone 6 32GB Gold (MQ3E2RU/A) ,21990,nan,0,https://img.mvideo.ru/Pdb/30036781m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30036781m.jpg', 'path': 'full/dc28053b600173dd48b8d3577917883082488b52.jpg', 'checksum': '41cd36aed9bac5034b88ec0fd444741e'}]"
Samsung Galaxy J5 (2017) DS Blue (SM-J530FM) ,9990,nan,0,https://img.mvideo.ru/Pdb/30028714m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30028714m.jpg', 'path': 'full/b4f30b0326a0a56b13920d4564da3dddb0021ace.jpg', 'checksum': '03c4b61088e4c1cee7767e814594e42e'}]"
BQ mobile BQ-5520L Silk Black ,5490,nan,0,https://img.mvideo.ru/Pdb/30041922m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041922m.jpg', 'path': 'full/885edbf7446347d6e3cc26db23c71778555f475d.jpg', 'checksum': '699f4c4c144e6e6c1725e3392dcadcf1'}]"
Irbis SP453 SP453 ,2990,nan,0,https://img.mvideo.ru/Pdb/30038771m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038771m.jpg', 'path': 'full/64192d0a990618bd1a280ae309df88f8e1a64347.jpg', 'checksum': 'be4ab87ffeaa1519c72d2a3805240017'}]"
Apple iPhone 6s Plus 32Gb Gold (FN2X2RU/A) восст. ,26990,nan,0,https://img.mvideo.ru/Pdb/30040193m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30040193m.jpg', 'path': 'full/b994e70e38b21777f8feaf99311a8039c0ae55f4.jpg', 'checksum': '44b2c2f4497556571196f246db279f72'}]"
BlackBerry KeyOne (BBB100-2) ,30490,nan,0,https://img.mvideo.ru/Pdb/30030765m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30030765m.jpg', 'path': 'full/e04ac74ce5547521de3e9c5be74eb57f5addacf9.jpg', 'checksum': '502ca965d813b33d46b19987b6b4edcd'}]"
BQ mobile BQ-4501G Fox Easy Black ,3390,nan,0,https://img.mvideo.ru/Pdb/30041502m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041502m.jpg', 'path': 'full/4cc12ab0879b3f2a7f13be0b3287b84b91a332f7.jpg', 'checksum': '4016a0535820893789c37dfc62e118d2'}]"
BQ mobile Fast Dark Blue (BQ-5515L) ,6490,nan,0,https://img.mvideo.ru/Pdb/30040083m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30040083m.jpg', 'path': 'full/964c9bff044d1a4d3ea02434a063e08ab836d7e4.jpg', 'checksum': '1777e109a3318c5f9411ca0cb3bb628f'}]"
BQ mobile Velvet Gold (BQ-5035) ,4190,nan,0,https://img.mvideo.ru/Pdb/30030487m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30030487m.jpg', 'path': 'full/abbc11b45b36ab1deeb1183d4052a08823f8a29c.jpg', 'checksum': '67f48f8a30dd6a7edf78c6963d3e7e6f'}]"
BlackBerry KeyTwo Black (BBF100-6) ,49990,nan,0,https://img.mvideo.ru/Pdb/30041207m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041207m.jpg', 'path': 'full/33943b3d739e1badf1550841b276a6b2b2ab1c54.jpg', 'checksum': 'a5da952389148e8757c9b5cc5024668b'}]"
Itel A44 Anthracite Grey ,5490,nan,0,https://img.mvideo.ru/Pdb/30041570m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041570m.jpg', 'path': 'full/2905d8b3cbacc35c30d31f5443404b3ce8d3e011.jpg', 'checksum': 'aee8b29e22102d35528bdf6992cb3163'}]"
Irbis SP554 Black ,5990,nan,0,https://img.mvideo.ru/Pdb/30042069m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30042069m.jpg', 'path': 'full/a386d409b2d41faf8394c92d5d00f730edb95b66.jpg', 'checksum': '2f1553f2fba52f882cfa9ad2d85ae517'}]"
Tecno POP 1s Pro Midnight  Black ,6490,nan,0,https://img.mvideo.ru/Pdb/30041597m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041597m.jpg', 'path': 'full/117365723a8c2f6d681c1985ad7db2a5721cbee7.jpg', 'checksum': '3fe349619c89aa7f2d31cc0f460bed75'}]"
Nokia 5.1 Plus Black (TA-1105) ,14990,nan,0,https://img.mvideo.ru/Pdb/30040736m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30040736m.jpg', 'path': 'full/90a2bb0c4caefcb8057d3cd4ca5d94afcbab11ab.jpg', 'checksum': 'b7270a3c2255ad82cae5eb4011bd589e'}]"
Apple iPhone 8 256GB Space Gray (MQ7C2RU/A) ,54990,57590,2600,https://img.mvideo.ru/Pdb/30030154m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30030154m.jpg', 'path': 'full/94c014a354c7891e94588c1d7a8b8e7df3c9181d.jpg', 'checksum': 'f61e0b7e197d9fd90fc87ffea9effadd'}]"
BQ mobile Strike Forward Gold (BQ-5512L) ,6990,nan,0,https://img.mvideo.ru/Pdb/30040085m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30040085m.jpg', 'path': 'full/ce298653e9a99e570ac03bc2c68eda98407cf1e0.jpg', 'checksum': 'bfd4d79555f48b072627445dd1edf5a3'}]"
OPPO Rx17 Pro Foggy Gradient (CPH1877) ,49990,nan,0,https://img.mvideo.ru/Pdb/30041189m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041189m.jpg', 'path': 'full/1614052d43d30a249134adea3d8a1693e3d2025c.jpg', 'checksum': '0c132188ca97542329c3a3ddd0740e3a'}]"
Apple iPhone 7 32Gb Jet Black (MQTX2RU/A) ,34990,nan,0,https://img.mvideo.ru/Pdb/30030301m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30030301m.jpg', 'path': 'full/289bd714ed91f4c050f34ad139b364361dcc0acd.jpg', 'checksum': '5888227631f84eb805d463c22311c408'}]"
Apple iPhone 7 128Gb Rose Gold (MN952RU/A) ,43990,nan,0,https://img.mvideo.ru/Pdb/30026212m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30026212m.jpg', 'path': 'full/0ff1a81a09f6f4a2a00eb44aef4757e11cf5bd89.jpg', 'checksum': 'a954f0669ce9c1612452563b3c9844bc'}]"
Apple iPhone 8 (PRODUCT)RED Special Edition 256Gb ,54990,57590,2600,https://img.mvideo.ru/Pdb/30036647m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30036647m.jpg', 'path': 'full/eaf8979a4723b623e2db58207eaa549724255a69.jpg', 'checksum': '1f9e45eef974114b7ab01dd692dbf73f'}]"
Irbis SP552 Space Gray ,5790,nan,0,https://img.mvideo.ru/Pdb/30042026m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30042026m.jpg', 'path': 'full/a7615e0eded7d5277b26738148de5dfa42327293.jpg', 'checksum': '15a735055629e6d21fd42a1818e21a3f'}]"
TP-Link Neffos С9 Cloudy Silver ,7990,8790,800,https://img.mvideo.ru/Pdb/30041362m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041362m.jpg', 'path': 'full/2421ef156b333adadf0b25663881796071b23798.jpg', 'checksum': '0cea745ccf244abc4b75c71adb5fcef7'}]"
Sony Xperia XZ3 Bordeaux (H9436) ,54990,nan,0,https://img.mvideo.ru/Pdb/30040358m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30040358m.jpg', 'path': 'full/f65677c33dda7a67c5f7e693afa153960edf1d25.jpg', 'checksum': 'f12e1480f7f2300e908103f847c857ae'}]"
Sony Xperia XA2 Plus DS Silver (H4413) ,23990,nan,0,https://img.mvideo.ru/Pdb/30039897m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30039897m.jpg', 'path': 'full/654cfa6df9943cf0222882681d4bfa83af2a732c.jpg', 'checksum': 'e617e1448322b98f115335c3c21a9178'}]"
BQ mobile BQ-5000G Velvet Easy Wine Red ,3390,nan,0,https://img.mvideo.ru/Pdb/30041512m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041512m.jpg', 'path': 'full/e1573c9b72bfd29b717540943ca99bb6875181d5.jpg', 'checksum': '532db92b656fe20749f7f48ff5f22e84'}]"
Meizu 15 64Gb+4Gb White (M881H) ,26990,34990,8000,https://img.mvideo.ru/Pdb/30038934m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038934m.jpg', 'path': 'full/5c3bf7ec540627a0d7c6bc80d313fcfb20e02539.jpg', 'checksum': '575964bde5949fe409dd6d2ff9ce5b20'}]"
Apple iPhone 6s 128GB Rose Gold (MKQW2RU/A) ,34990,nan,0,https://img.mvideo.ru/Pdb/30023523m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30023523m.jpg', 'path': 'full/2bb62f350620907f12d228a51aa72281cc548dd2.jpg', 'checksum': '0fa802afd519756d340fb66d21e7b7f9'}]"
Motorola MOTO G6 XT1925-5 Blu ,17990,nan,0,https://img.mvideo.ru/Pdb/30041974m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041974m.jpg', 'path': 'full/83266b6d184c8f139f1345a08da351d8b18536b2.jpg', 'checksum': '626775a59b29a405fc46d29a6bdec8bf'}]"
Jinga Start Black ,3990,nan,0,https://img.mvideo.ru/Pdb/30042580m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30042580m.jpg', 'path': 'full/356c3bf92eca29d874b477800da50050e332118d.jpg', 'checksum': '3b06268217ac8bc6dadc0c6ad135b325'}]"
Fly Life Mega Black ,4990,nan,0,https://img.mvideo.ru/Pdb/30042034m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30042034m.jpg', 'path': 'full/c2ba3b6ba6bc04584774396ef6cdd2aede902f15.jpg', 'checksum': '0a6657e5ba8ea48dedcbc780505e45e3'}]"
BQ mobile BQ-5300G Velvet View Mint Blue ,3990,nan,0,https://img.mvideo.ru/Pdb/30041521m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041521m.jpg', 'path': 'full/17f5b1afdc6bc4f1ac1c69bd4f765fd8cef987e5.jpg', 'checksum': '6a546e549aa7e3d423c4c95b46d05c11'}]"
BQ mobile Strike LTE Red (BQ-5209L) ,6190,nan,0,https://img.mvideo.ru/Pdb/30038790m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038790m.jpg', 'path': 'full/f14a430bf872314347ca11310d586776a8e7af87.jpg', 'checksum': 'ce80f701261d96c73ad0845a44e1a0d7'}]"
Sony Xperia XZ2 Compact Moss Green DS (H8324) ,38990,nan,0,https://img.mvideo.ru/Pdb/30032587m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30032587m.jpg', 'path': 'full/4a6608b3446f022d365283e398122e875661ec38.jpg', 'checksum': 'ba88a0c4a2ed0593ff299e75c3bd9e5a'}]"
Samsung Galaxy J7 (2016) Black (SM-J710FN) ,9990,nan,0,https://img.mvideo.ru/Pdb/30025109m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30025109m.jpg', 'path': 'full/9c5b8e678e860452eaaed1bb7ef6a73d3d49a20f.jpg', 'checksum': 'bf4e1816b3ed82ebaabba05286a082a2'}]"
Digma VOX E502 4G 16Gb Gray ,4290,nan,0,https://img.mvideo.ru/Pdb/30031298m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30031298m.jpg', 'path': 'full/544fac4e1fd15a20bea3ce6c538fe37727c5a18c.jpg', 'checksum': 'b00a02d44f73beb68974c6c5818bb405'}]"
